Command,Link,Description
show spantree,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-spantree.htm,This command displays the of global RSTP and PVST+ topology.
show spanning-tree,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-span-tree.htm,This command displays the RSTP and PVST+ configuration.
show speed-test data,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-speed-test-data.htm,This command displays the details obtained by running the speed-test (iPerf) tool on an AP device to measure the network speed and bandwidth for the specified iPerf server address and protocol type.
show station-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-station-tab.htm,Displays the internal station table entries and also details of a station table entry.
show stm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-stm.htm,This command displays the deauthentication reasons and the monitoring update queue information from the station management module.
show storage,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-storage.htm,This command displays the storage information on the controller.
show stun client debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-stun-cl-dbg.htm,"This command displays the Session Traversal of Utilities for NAT (STUN) client information of each uplink VLAN. It shows the STUN server IP address, number of STUN clients, STUN client request timeout, and the uplink local IP address and public IP address with their corresponding ports."
show swarm state,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-swarm-state.htm,This command displays the various entities associated with the swarm.
show syslocation,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-syslocation.htm,This command displays the location details of the controller.
show tech-support,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tech-sup.htm,This command displays all information about the controller required for technical support purposes.
show threshold-limits,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-thresh-lim.htm,This command displays current values of the different resources monitored by the managed device.
show threshold-limits controlpath-memory,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tl-cm.htm,This command displays current values of the different resources monitored by the managed device.
show threshold-limits no-of-aps,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-th-laps.htm,This command displays the following values.
show threshold-limits no-of-locals,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-th-llocals.htm,"This command displays the default threshold for the number of gateways which, when exceeded, will trigger an alert, and the current configured threshold. The output also displays the maximum number of gateways that can be connected to this Mobility Conductor, and the number of gateways currently connected."
show threshold-limits total-tunnel-capacity,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-th-lcapacity.htm,"This command displays the default tunnel capacity threshold which, when exceeded, will trigger an alert, as well as the current configured tunnel threshold. The output also includes the maximum number of tunnels supported by the gateway, as well as the number of tunnels currently used by the gateway."
show threshold-limits user-capacity ,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-th-li-ucp.htm,"This command displays the default tunnel capacity threshold which, when exceeded, will trigger an alert, as well as the current configured tunnel threshold. The output also includes the maximum number of tunnels supported by the gateway, as well as the number of tunnels currently used by the gateway."
show tpm,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tpm.htm,This command displays the TPM and factory certificate information and error log. Use this command to verify that TPM and factory certificates are installed as expected.
show tpm cert-info,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tpm-crtinf.htm,This command displays the TPM factory certificate and generated factory certificate information.
show tpm errorlog,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tpm-erlog.htm,This command displays the TPM and factory certificate error log.
show trunk,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-trunk.htm,This command displays the list of trunk ports on the gateway.
show tunnelmgr counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-tunlmgr-cntr.htm,This command displays the message counters for the tunneled node.
show tunnelmgr tunnel-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-tunlmgr-tnl-lst.htm,This command displays the list of tunnels for the tunneled node.
show tunneled-node,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tunnel-node.htm,"This command displays the wired tunneled node configuration details, the state of the tunneled node, and lists all the tunneled nodes in the database."
show tunneled-node config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-cnf.htm,This command displays the wired tunneled node configuration details.
show tunneled-node database,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-db.htm,This command displays all the tunneled nodes in the database.
show tunneled-node state,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-st.htm,This command displays the state of the tunneled node.
show tunneled-node-mgr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tunl-node-mgr.htm,"This command displays the tunneled node configuration details, the state of the tunneled node, and lists all the tunneled nodes in the database."
show tunneled-node-mgr cluster-bucket-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-cl-bm.htm,This command displays the tunneled node cluster bucket map details.
show tunneled-node-mgr cluster-node-list verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-cl-nl-vrb.htm,This command displays the tunneled cluster node list information in a tabular format.
show tunneled-node-mgr gsm-counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-gsm-co.htm,This command displays GSM counters details of the tunneled node.
show tunneled-node-mgr mcast-tunnel-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-mc-tn-tb.htm,This command displays Information on multicast tunnel of the tunneled node.
show tunneled-node-mgr mcast-vlan-user-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mc-vl-us-mp.htm,This command displays information on the user count on each multicast tunnel VLAN pair of the tunneled node.
show tunneled-node-mgr node-heartbeat-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-ht.htm,This command displays the tunneled node heartbeat table related information.
show tunneled-node-mgr stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-st.htm,This command displays the tunneled node manager statistics.
show tunneled-node-mgr trace-buf,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-trbf.htm,This command displays contents of trace buffer of the tunneled node manager.
show tunneled-node-mgr tunneled-nodes,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-tnnd.htm,This command displays all the information on tunneled nodes.
show tunneled-node-mgr tunneled-users,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-tnusr.htm,This command displays all the information on tunneled users.
show tunneled-node-mgr tunnel-vlan-user-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-nd-mg-tnvlu.htm,This command displays information on user count on each tunnel VLAN pair of the tunneled node.
show tunneled-node-mgr user-tunnel-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-tn-ndm-ustntb.htm,This command displays information on user tunnel tables of the tunneled node.
show ucm cdrs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-show-ucm-cdrs.htm,This command displays the UCM call data records stored on the AP.
show upgrade info,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-upgrade.htm,This command displays the image upgrade details for an AP.
show uplink,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplnk.htm,This command displays uplink manager configuration details.
show uplink cellular config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplnk-cc.htm,This command displays the uplink manager configuration details.
show uplink cellular connection-logs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplnk-ccl.htm,This command displays the logs of the uplink cellular connection with date and time. The logs also contain information about the vendor ID and product ID.
show uplink cellular signal,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplink-signal.htm,"This command displays information about the cellular signal such as the status, the signal strength, the type of uplink, and so on."
show uplink debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplnk-debug.htm,This command displays debugging information for the uplink.
show uplink stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplink-stats.htm,"This command displays the statistical information on the designated uplink. If the gateway model supports LTE connection, one of the uplinks could be cellular uplink."
show uplink status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-uplink-status.htm,This command displays the uplink manager status.
show usb,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-usb.htm,This command displays detailed USB device information on a gateway.
show user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-user.htm,"This command displays detailed information about user based on the ip address in terms of AP group, authentication method, role and so on."
show user-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-user-tab.htm,"This command isplays detailed information about the user table such as the user name, device name, the IP and MAC addresses, the user role, and so on. The output of the show user-table command displays the following information."
show user-table verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-user-tab-verb.htm,"This command displays detailed information about the user table such as the user name, device name, the IP and MAC addresses, the user role, and so on."
show valid-channels,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-valid-chan.htm,This command displays the list of channels that are valid for an Instant AP serving a specific regulatory domain.
show version,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-version.htm,This command displays the system software version.
show vlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vlan.htm,"This command displays a configured VLAN interface number, description and associated ports. The output of the show vlan command displays the following information."
show vlan-assignment,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vlan-assign.htm,"This command displays the number of clients, the timeout count for a client, and the amount of time a client is assigned to a VLAN. The output of the show vlan-assignment command displays the following information."
show vlan mapping,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vlan-map.htm,"This command displays a configured VLAN name, its pool status, assignment type, and the VLAN IDs assigned to the pool. Use this command to show the selected VLAN"
show vlan status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vlan-status.htm,This command displays the current status of all VLANs on the Gateways.
show vpdn l2tp configuration,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vpdn-l2pt-cof.htm,This command displays the VPN L2TP tunnel configuration.
show vpdn l2tp local pool,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vpdn-l2tp-lp.htm,This command displays the VPN L2TP local pool details.
show vpdn pptp configuration,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vpdn-pptpconf.htm,This command displays the PPTP configuration on the Gateway.
show vpdn pptp local pool,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vpdn-pptp.htm,This command displays the IP address pool for VPN users using Point-to-Point Tunneling Protocol.
show vpdn tunnel l2tp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vpdn-tun-l2tp.htm,This command displays the VPN L2TP tunnel details.
show vpn-dialer,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vpn-dialr.htm,This command displays the VPN dialer configuration for users using VPN dialers.
show vrrp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vrrp.htm,This command displays the list of all VRRP configuration on the Gateway. The output of the show vrrp command displays the following information.
show vrrp ipv6,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vrrp-ipv6.htm,This command display VRRP information for IPv6 address.
show vrrp ipv6 stats all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vrrp-ipv6-stat.htm,This command display VRRP information for IPv6 address.
show vrrp stats all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-vrrp-stat-all.htm,This command display VRRP information for IPv4 address.
show wan debug ipsecmap,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-debug-ipsecmac.htm,This command displays the details on the Gateway WAN debug IPsec Map.
show wan hits,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-hits.htm,This command displays information about the wan statistics for a gateway.
show wan ip-sla-profiles,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-ip-sla-profiles.htm,This command displays the details on the Gateway WAN IP SLA Profiles.
show wan ip-sla-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-ip-sl.htm,This command displays the details of the gateway WAN IP SLA statistics.
show wan nexthop-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-nexthop-ls.htm,"This command displays the next hop list settings for policy-based routing. A next hop IP is the IP address of a adjacent router or device with layer-2 connectivity to the Gateway. The next hop list provides redundancy for the next hop devices by forwarding the traffic to a backup next hop device in case of failures. If active next hop device on the list becomes unreachable, traffic matching a policy-based routing ACL is forwarded using the highest-priority active next hop on the list."
show wan pcl-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-pcl-tab.htm,"This command displays policy table details such as policy name, type of policy, entry, index, rule count, and entry count."
show wan policy-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-pol-list.htm,This command displays the policy list present in WAN.
show wan probe-profiles,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-pr-prof.htm,This command displays the probe profile details of the probe mode frequency for sending the HTTP probes to probe URI.
show wan session-counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-sess-count.htm,"This command displays the session counter details such as policy, uplink VLAN, stats IP, and session count."
show wan threshold-profiles,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-thresh-prof.htm,This command displays the threshold profile values.
show wan threshold-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wan-thresh-stats.htm,This command displays the threshold values and indicates if the threshold profiles are violated.
show web-cc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-web-cc.htm,"This command displays information about web content (web-cc) classification settings, category and reputation types, classification statistics and bandwidth contracts. The web content classification feature classifies all (HTTP/HTTPS) web traffic on the network."
show web-cc stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-web-cc-stats.htm,"This command displays information about web content (web-cc) classification settings, category and reputation types, classification statistics and bandwidth contracts. The web content classification feature classifies all (HTTP/HTTPS) web traffic on the network. The output of the show web-cc command displays information about Webroot classification categories and risk reputation levels, bandwidth contracts, and the web content classification cache and database."
show web-cc status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-webcc-status.htm,"This command displays information about web content (web-cc) classification settings, category and reputation types, classification statistics and bandwidth contracts. The web content classification feature classifies all (HTTP/HTTPS) web traffic on the network. The output of the show web-cc command displays information about Webroot classification categories and risk reputation levels, bandwidth contracts, and the web content classification cache and database."
show whitelist-db cpsec,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-whtlstdb-cps%20-%20Copy.htm,"This command displays the campus AP whitelist for campus APs using the control plane security feature. Use this command to display the contents of the control plane security whitelist. To view information for a single AP, use the command show whitelist-db cpsec mac-address <mac-address>. To view a list of all secure APs on your controller, use the command show whitelist-db cpsec. If your deployment includes both Mobility Master and managed devices, then the campus AP whitelist on every managed device contains an entry for every secure AP on the network, regardless of the managed device to which it is connected."
show whitelist-db cpsec-local-switch-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wl-db-cp-lcl.htm,"This command displays the list of managed devices with APs using the control plane security feature. When you use the control plane feature on a network with Gateways and managed devices, Gateway maintains a whitelist of managed devices with APs using control plane security. When you change a campus AP whitelist on any managed device, that managed device contacts the Gateway to check the local switch whitelist, then contacts every other managed device on the local managed device whitelist to notify it of the change. This allows an AP to move between managed devices and still stay connected to the secure network."
show whitelist-db cpsec-seq,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wl-db-cp-seq.htm,This command display the current sequence number for the Gateway or managed device whitelists. The current sequence number in the Sequence Number Details table shows the number of changes to the campus AP whitelist made on this managed device.
show whitelist-db cpsec-status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wl-db-cp-sta.htm,This command displays aggregate status information APs in the campus AP whitelist.
show whitelist-db cpsec-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wl-db-cp-stat.htm,This command displays the statistics of CPSEC whitelist in an AP.
show whitelist-db rap,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wl-db-rap.htm,This command displays detailed information for the remote AP whitelist database.
show whitelist-db rap long,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wl-db-rap-lng.htm,This command displays detailed information for the remote AP whitelist database.
show whitelist-db rap-local-switch-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wl-dbr-lcl-sw.htm,"This command displays the remote AP whitelist local switch list on Gateway. When you have remote APs on a network with both master and managed devices, the Gateway maintains a whitelist of managed devices with remote APs. When you change a remote AP whitelist on any managed device, that managed device contacts the Gateway to check the local switch whitelist, then contacts every other managed device on the local managed device whitelist to notify it of the change. This allows a remote AP to move between managed devices and still stay connected to the secure network."
show whitelist-db rap-master-switch-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wl-dbr-master.htm,"This command displays the remote AP whitelist master switch list on managed devices with remote APs. When your network has with both master and managed devices, each managed device with associated remote APs has a master switch whitelist which contains the IP and MAC addresses of Gateway. If your network has a redundant Mobility Master, then this whitelist will contain more than one entry."
show whitelist-db rap-status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wl-dbr-status.htm,This command displays aggregate status information APs in the remote AP whitelist.
show wificall-dns-patterns,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-wifical-dns-patrns.htm,This command displays the FQDN of the carriers for the Wi-Fi calling clients connected to the AP.
show wired-port-settings,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wired-port-se.htm,This command displays the list of wired profiles configured on an AP.
show wispr config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-wispr-conf.htm,This command displays the WISPr authentication parameters configured on an AP.
