Command,Link
show crypto-local isakmp dpd,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-crylcl-isdpd.htm
show crypto-local isakmp server-certificate,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-cry-lcl-iskmp-svr-cert.htm
show crypto-local pki,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-cry-lcl-pki-trust-ca.htm
show crypto-local pki CRL,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-cry-lcl-pki-crl.htm
show crypto-local pki ocsp-client-stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-cry-lcl-pki-ocsp-clnt-stat.htm
show crypto-local pki OCSPResponderCert,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-crylcl-pk-rsp.htm
show crypto-local pki OCSPSignerCert,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-cry-lcl-pki-ocsp-sign-stat.htm
show crypto-local pki PublicCert,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-crylcl-pkpub.htm
show crypto-local pki rcp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-cry-lcl-pki-rcp.htm
show crypto-local pki ServerCert,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-cry-lcl-pki-svr-cert.htm
show crypto-local pki service-ocsp-responder,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-crypk-sv-oc.htm
show crypto-local pki TrustedCA,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-crylcl-pk-trs.htm
show database synchronize,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-database-sync.htm
show datapath,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-datapath.htm
show datapath acl id 4,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-datapath-acl-4.htm
show datapath acl id 2700,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-datapath-acl-2700.htm
show datapath acl id 2701,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-datapath-acl-2701.htm
show datapath acl id 2702,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-datapath-acl-2702.htm
show datapath application counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-appl-cntr.htm
show datapath bridge,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-datapath-bridge.htm
show datapath bridge counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-datapath-bridge-countr.htm
show datapath bridge table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-datapath-bridge-table.htm
show datapath bwm-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-datapath-bwm-table.htm
show datapath cluster details,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-db-cl-det.htm
show datapath cluster heartbeat counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-cl-hb.htm
show datapath cp-bwm table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-cp-bwm-tab.htm
show datapath crypto counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-datapath-crypt-countr.htm
show datapath debug dma counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-datapath-dbg-dma-countr.htm
show datapath debug eap counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-datapath-dbg-eap-countr.htm
show datapath debug opcode,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-datapath-dbg-opcode.htm
show datapath debug trace-buffer,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-datapath-dbg-trc-buffer.htm
show datapath device,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dtpth-dev.htm
show datapath dns-id-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-datapath-dns-id-map.htm
show datapath dns-ip-learning,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dtpth-dns-ip-lrn.htm
show datapath dpi-classification-cache,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-datapath%20dpi-class-cache.htm
show datapath exthdr,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-exthdr.htm
show datapath firewall-agg-sess,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-frwl-agg-sess.htm
show datapath frame,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-frm.htm
show datapath frame counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-frm-cntr.htm
show datapath hardware counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-hw-cntr.htm
show datapath hardware statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-hw-stat.htm
show datapath internal dir poe file class_drop_ctrs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-idirpoefcd.htm
show datapath internal dir poe file ecc_1bit_errs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10sh-dp-idirpoeecc.htm
show datapath internal dir poe file enq_msg_ctrs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-enq-msg-ctrs.htm
show datapath internal dir poe file err_regs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-err-regs.htm
show datapath internal dir poe file stats_n_dbg,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-stat-n-dbg.htm
show datapath internal dir poe file vec_drop_ctrs,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-vec-drp-ctrs.htm
show datapath internal dir sae file error_status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-err-stts.htm
show datapath internal dir sae file int_status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-int-stts.htm
show datapath internal dir sae file msg_cnt,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-msg-cnt.htm
show datapath internal dir sae file op_cnt,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-op-cnt.htm
show datapath ip-geolocation,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-ip-geo-locn.htm
show datapath ip-mcast destination,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-ip-mcast-dest.htm
show datapath ip-mcast group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-ip-mcast-grp.htm
show datapath ip-reassembly counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-ip-reasmbl-cntr.htm
show datapath ip-reputation,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-ip-reputatn.htm
show datapath ipsec-map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-ipsec-map.htm
show datapath ipv6-mcast destination,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-ipv6-mcast-dest.htm
show datapath ipv6-mcast group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-ipv6-mcast-grp.htm
show datapath ipv6-mcast station,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-ipv6-mcast-sttn.htm
show datapath l3-interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-ip-l3-intrface.htm
show datapath lag table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-lag-tbl.htm
show datapath maintenance counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-maint-cntr.htm
show datapath message-queue counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-msg-q-cntr.htm
show datapath mobility home-agent-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-mob-hom-agnt-tbl.htm
show datapath mobility mcast-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-mob-mcast-tbl.htm
show datapath mobility stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-mob-stat.htm
show datapath nat-pool,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dtpth-nat-pool.htm
show datapath nat table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-nat-tbl.htm
show datapath netdest-id,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-datapath-netdest-id.htm
show datapath network ingress,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-nw-ingrs.htm
show datapath nexthop-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-nxthop-lst.htm
show datapath openflow acl,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-of-acl.htm
show datapath openflow session,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-of-ssn.htm
show datapath papi counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-papi-cntr.htm
show datapath port,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpt-port.htm
show datapath route,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dtpth-route.htm
show datapath route-cache ipv6,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-route-cache-ipv6.htm
show datapath saas fastdpi-prefix-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-saas-fstdpi-prfx-lst.htm
show datapath saas fqdn,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-saasfqdn.htm
show datapath saas servers,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-saassvr.htm
show datapath session counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-sencnt.htm
show datapath session dpi counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dp-sendpicnt.htm
show datapath session dpi | include O,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dtpth-ssn-dpi-incl-o.htm
show datapath session ipv6 dpi | include O,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dtpth-ssn-ipv6-dpi-inc-o.htm
show datapath session table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-sess-table.htm
show datapath session ucc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dtpth-sess-ucc.htm
show datapath session verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-sess-vb.htm
show datapath session web-cc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-sess-wb-cc.htm
show datapath statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dtpath.htm
show datapath subnet,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dtpth-subnt.htm
show datapath tunnel,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-tunnel.htm
show datapath tunnel counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-tl-cntr.htm
show datapath tunnel-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-tn-grp.htm
show datapath tunnel heartbeat,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-tl-hrtbt.htm
show datapath tunnel ipv6,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-tl-ipv6.htm
show datapath tunnel ipv6 verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-tl-ipv6-vb.htm
show datapath tunnel verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-tl-vb.htm
show datapath uplink,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-up.htm
show datapath uplink verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-up-vb.htm
show datapath user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-user.htm
show datapath user counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-user-cntr.htm
show datapath user ipv6,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-user-ipv6.htm
show datapath user table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-user-tl.htm
show datapath utilization,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-ut.htm
show datapath vlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-vlan.htm
show datapath vlan-mcast,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dtpth-vlan-mcst.htm
show datapath vlan-mcast table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-vlan-mc-tl.htm
show datapath vlan table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-vlan-tl.htm
show datapath wan counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-wan-cntr.htm
show datapath wan hc,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-wan-hc.htm
show datapath wan hits,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-wan-hits.htm
show datapath wan policy,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-wan-pol.htm
show datapath wan probestats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-wan-ps.htm
show datapath wan threshold,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-wan-th.htm
show datapath web-cc counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dp-wb-cc.htm
show ddns,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ddns.htm
show ddns clients,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ddns-clients.htm
show dds debug peers,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dds-db-pe.htm
show dds debug stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dds-db-st.htm
show debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-debug.htm
show derivation-rules,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-deriv-rules.htm
show dhcp-allocation,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dhcp-alloc.htm
show dhcpc-opts,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dhcpc-opts.htm
show dhcps,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dhcps.htm
show dpi application all,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-dpi-app.htm
show dpi-classification-cache,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dpi-class-cache.htm
show dpi debug status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dpi.htm
show dpi-stats session,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dpi-stats.htm
show dot1x ap-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-dot1x-ap-tab.htm
show dot1x counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-1x-counters.htm
show dot1x eap-frag-mtu,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-1x-eap-frag-mtu.htm
show dot1x watermark history,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wm-hy.htm
show dot1x watermark table active,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wm-ta.htm
show dot1x watermark table pending,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-wm-tp.htm
show election statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-election.htm
show est profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-est-profile-gw.htm
show est status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-est-status-gw.htm
show est status verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-est-verbose-gw.htm
show fault,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-fault.htm
show fault history,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-fault-hy.htm
show firewall,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-fw.htm
show firewall-cp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-fw-cp.htm
show firewall-cp internal,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-fw-cp-in.htm
show firewall-visibility-blk-session status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-fw-vis-blk-st.htm
show firewall-visibility debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-fw-vis.htm
show firewall-visibility status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-fw-vis-st.htm
show flow-offload status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-flow-offload.htm
show gap-debug,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gap-dbug.htm
show gre config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gre-config.htm
show gre status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gre-status.htm
show gsm application all status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-app.htm
show gsm debug channel all status,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-db.htm
show gsm debug channel bucket_map,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-db-bm.htm
show gsm debug channel cluster,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-db-cc.htm
show gsm debug channel cluster_ddg,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-db-cd.htm
show gsm debug channel cluster_device,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-db-ce.htm
show gsm debug channel cluster_tunneled_node,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-debug.htm
show gsm debug channel cluster_user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-dg-ch-cltr-ur.htm
show gsm debug channel cluster_vdg,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-gsm-db-cc-vdg.htm
show gsm debug channel dds_peer,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-dg-ch-dds-pr.htm
show gsm debug channel device_info,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-dg-ch-dv-info.htm
show gsm debug channel tunneled_node,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-dg-ch-tnd-nde.htm
show gsm debug channel tunneled_user,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-gsm-dg-ch-tnld-ur.htm
show ha ap table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ha-ap.htm
show ha group-membership,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ha-grp.htm
show ha group-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ha-grp-profile.htm
show ha heartbeat counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ha-heart-cntr.htm
show hcm nhinfo,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-hcm-nhinfo.htm
show hcm probe-node,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-hcm-probe-node.htm
show hcm probe-profile,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-hcm-probe-profile.htm
show hcm telemetry-report counter,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-hcm-tlmtry-rprt-countr.htm
show hcm telemetry-report unreported-details,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-hcm-tlmtry-unrprtd-dtls.htm
show hcm vlaninfo,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-hcm-vlan-info.htm
show hcm vpncinfo,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-hcm-vpnc-info.htm
show iap detailed-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-iap-detailed.htm
show iap table long,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-iap-table.htm
show iap trusted-branch-db,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-iap-trust-br.htm
show idps stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-ids.htm
show idps summary,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-idps-smry.htm
show ids aps,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-ids-aps.htm
show ids client,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/show-ids-clients.htm
show ids-detection,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ids-detect.htm
show ids-protection,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ids-protect.htm
show image version,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-image-ver.htm
show inbound-firewall-rules,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-inb-firewl-rules.htm
show interface counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-intf-vhst-ctrs.htm
show interface loopback,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-intf-loopbck.htm
show interface mgmt,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-intf-mgmt.htm
show interface vlan,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-intf-vlan.htm
show inventory,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-inventory.htm
show ip access-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-accs-list.htm
show ip bgp neighbors,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-bgp-nbr.htm
show ip bgp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-bgp.htm
show ip dhcp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-oap-advt.htm
show ip dhcp database,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-dhcp-database.htm
show ip dhcp statistics,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-dhcp-stats.htm
show ip health-check,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-heal-chk.htm
show ip-geolocation,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-geo.htm
show ip health-check branch-mesh,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-iphlth-chkbran-mesh.htm
show ip health-check branch-mesh verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-iphlth-chkbran-mesh-verb.htm
show ip health-check verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-iphlth-chkverb.htm
show ip igmp,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-igmp.htm
show ip igmp config,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-igmp-cnfg.htm
show ip igmp counters,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-igmp-cntr.htm
show ip igmp group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-igmp-grp.htm
show ip igmp interface,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-igmp-intrfc.htm
show ip igmp proxy group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-igmp-pxy-grp.htm
show ip igmp proxy-mobility-group,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-igmp-pxy-mb-grp.htm
show ip igmp proxy mobility stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-igmp-prxy-mob-sts.htm
show ip igmp proxy stats,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-igmp-prxy-sts.htm
show ip interface brief,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-intfc-brf.htm
show ip mobile active-domains,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-mobile.htm
show ip mobile binding,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-mobile-bndgs.htm
show ip mobile domian,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-mobile-dmn.htm
show ip mobile global,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-mobile-gbl.htm
show ip mobile hat,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-mobile-hat.htm
show ip mobile host,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-mobile-host.htm
show ip mobile multicast-vlan-table,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-mob-mtcst-vlan.htm
show ip mobile traffic,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-mobile-trfc.htm
show ip mobile tunnel,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-mob-tnl.htm
show ip mobile visitor,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-mob-visit.htm
show ip nexthop-list,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-nexthop-ls.htm
show ip oap,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/sh-ip-oap.htm
show ip oap advertise,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-oap-advert.htm
show ip oap advertise verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-oap-advert-verb.htm
show ip oap hub-mesh nexthops,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-oap-msh-nxthops.htm
show ip oap hub-mesh nodes,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-oap-msh-nodes.htm
show ip oap hub-mesh topology,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-oap-msh-topo.htm
show ip oap route,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-oap-route.htm
show ip oap route all verbose,https://www.arubanetworks.com/techdocs/CLI-Bank/Content/aos10/a10-sh-ip-oap-route-all-verb.htm
